manufacturer,part #,speed,type,modules,price / gb,color,cas latency,voltage,timing,ecc / registered,heat spreader,prices,rating,reviews
team,tlgd416g3000hc16cdc01,ddr4-3000,288-pin dimm,2 x 8gb,$5.624,black / gray,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$89.98,"(31 Ratings, 4.8 Average)","It's RAM. It works fine at the advertised speed, looks okay, and it was cheap. The heat spreader is definitely cheaply made though, and you can see it bending under pressure when it's in the computer.,Good looking ram stick, the cheapest 3000mhz I could find in August 2018.,Managed to get it pretty cheap (relatively considered).
Does what it says on the package.,RAM is RAM. High frequency for Ryzen and matched the color scheme. Cheapest kit of 16Gb I could find. ,Good value RAM, comes on sale often. Slow timings make it sloppy for Infinity Fabric and overclocking in general, but the 3000 speed mostly makes up for it. I didn't see the need to OC.,Given the RAM prices lately, I'm glad this kit is only $99 right now. I wanted to give her more RAM than she really needs for future-proofing, and it was on a better sale than the 8GB kits at the time of purchase.,Works exactly as you'd expect,I was a bit skeptical buying this RAM  because I wasn't really familiar with the brand and also because it wasn't on my motherboards QVL list. Fortunately, I had no issues at all. The only thing I needed to do was activate an XMP profile so I could achieve  the 3000 Mhz speed.,Not much to say really, performed at advertised speeds and the price is reasonable. The heatsink is very light and does not add too much bulk. Should be suitable for most builds, unless the clearance between the CPU cooler is super tight.  ,Loaded the XMP profile in the BIOS and it runs good at the rated speeds. Ran a blend Prime95 test for hours and no errors."
team,tf4d416g2666hc15bdc01,ddr4-2666,288-pin dimm,2 x 8gb,$4.811,white,15,1.2 v,15-17-17-35,non-ecc / unbuffered,yes,"$76.98,$79.99","(2 Ratings, 5.0 Average)","love the mood it gives in the case,Great RGB"
team,tf2d416g3200hc16cdc01,ddr4-3200,288-pin dimm,2 x 8gb,,white,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,,"(6 Ratings, 5.0 Average)","it does a great job! and adds colors to the build! the lights is customizable to the color you like it to be. ,Color is awesome and works well with Asus Mobo. This is the cl16 and I easily got it set to 3200 with my amd processor. ,HIGH QUALITY is all i can say, from team group a brand that i think of as budget makes this. high quality alluminum and is pretty hefty. If you dont have asus aura sync no worries, they have a software (t force blitz) thats pretty much formatted like aura sync.
WONDERFUL ram. <3,So sexy evrything is perfect i do not regret getting these over trident ! ,I mean its RAM,Beautiful design with no interference with any other components."
g.skill,f4-2666c19d-16gis,ddr4-2666,288-pin dimm,2 x 8gb,$3.624,red / black,19,1.2 v,19-19-19-43,non-ecc / unbuffered,no,"$57.99,$68.12","(1 Rating, 4.0 Average)",It seems to be working fine so far and didn't have any issues.
crucial,ct8g4dfs8266,ddr4-2666,288-pin dimm,1 x 8gb,$3.749,green / black,19,1.2 v,,non-ecc / unbuffered,no,"$29.99,$31.99,$32.94",(0 Ratings),
geil,gapr416gb3200c16adc,ddr4-3200,288-pin dimm,2 x 8gb,$4.562,red,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$72.99,"(1 Rating, 5.0 Average)",Nothing bad so it’s good
corsair,cmw32gx4m2c3466c16,ddr4-3466,288-pin dimm,2 x 16gb,$6.875,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$219.99,$219.99,$239.99","(1 Rating, 5.0 Average)","Great speed, design, and software control, haven't had a single problem with it at all so far."
kingston,hx318c10fbk2/16,ddr3-1866,240-pin dimm,2 x 8gb,$6.572,black / silver,10,1.5 v,,non-ecc / unbuffered,yes,$105.15,"(54 Ratings, 4.9 Average)","Good deal no issues... its RAM?,Does the job. No issues or problems. Ram is Ram, but I was going for a low profile and all black color scheme and this worked out perfectly.,What can I say, its ram. It does its job, never had any issues with it. and Kingston is a well reviewed brand.,this is my replacement rams from corsair vengeance pro.. vengeance pro can only runs 2133mhz max both os. i tried really hard finding the right timings to run at 2400mhz but no luck. but hyperX runs 2400mhz on my maximus impact on one right timing tweak.,Very nice memory! Didn't have to enable XMP, automatically clocked to correct speed.,RAM:,Ultimately, the biggest performance difference between DDR3 and DDR4 is in the numbers in computer magazines. Extensive research led me to conclude the following practical truths:,1    There is no practical or observable difference between DDR4 and DDR3 RAM IN GAMING) ,2    More than 8GB of ram does not improve gaming performance on most titles.,3    Performance will suffer if the ram is slower than 1600Mhz,4    As long as the ram is 1600 Mhz, there is no observable difference in performance going faster. (but for the same price I bought 1866 Mhz.),5   RAM IS RAM. Brand doesn't matter. Go cheap.,Kingston has a good reputation as being EFFICIENT and RELIABLE.  These sticks are also much more LOW PROFILE compared to the monster heat sinks attached to G.Skill or Corsair equivalents.,The Kingston Fury Black Series ram was chosen both for it's value, and it's aggressive looks. The RAM performed well for light overclocking.,RAM, Black, works..,Great, had no problems installing and is low profile so it didn't interfere with the CPU cooler. ,Works as it should, good solid, long lasting ram."
g.skill,f4-4000c17d-16gtzr,ddr4-4000,288-pin dimm,2 x 8gb,$21.812,black,17,1.35 v,17-17-17-37,non-ecc / unbuffered,yes,$349.00,(0 Ratings),
corsair,cmw32gx4m4k4400c18,ddr4-4400,288-pin dimm,4 x 8gb,$21.250,black,18,1.5 v,18-26-26-46,non-ecc / unbuffered,yes,"$679.99,$759.99",(0 Ratings),
crucial,ct4k16g4vfs4266,ddr4-2666,288-pin dimm,4 x 16gb,$14.203,green / black,19,1.2 v,,ecc / registered,no,"$908.99,$1105.99",(0 Ratings),
corsair,cmw64gx4m4c3200c16w,ddr4-3200,288-pin dimm,4 x 16gb,$5.000,white,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$319.99,$319.99,$339.99",(0 Ratings),
corsair,cmt32gx4m4c3200c16,ddr4-3200,288-pin dimm,4 x 8gb,$7.343,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$234.99,$234.99,$239.99,$239.99",(0 Ratings),
crucial,ble2k8g4d36beeak,ddr4-3600,288-pin dimm,2 x 8gb,$10.624,black,16,1.35 v,,non-ecc / unbuffered,yes,"$169.99,$169.99,$179.99,$179.99","(1 Rating, 5.0 Average)","Went with DDR4-3600 for best performance with Ryzen CPU.,The RAM is tall and might block some of the lowest CPU heatsink. Works well with the Cryorig C7.,On the Sentry 2.0, with the Gigabyte B450 I AORUS PRO WIFI Mini ITX motherboard, the HDD bracket do sits on the RAM heat sink, just perfectly."
corsair,cmw64gx4m4k3600c18w,ddr4-3600,288-pin dimm,4 x 16gb,$9.062,white,18,1.35 v,18-19-19-39,non-ecc / unbuffered,yes,"$579.99,$579.99,$649.99",(0 Ratings),
g.skill,f4-2400c17d-8gnt,ddr4-2400,288-pin dimm,2 x 4gb,,black,17,1.2 v,17-17-17-39,non-ecc / unbuffered,no,,(0 Ratings),
crucial,bls4g4d240fsb,ddr4-2400,288-pin dimm,1 x 4gb,$4.737,silver,16,1.2 v,,non-ecc / unbuffered,yes,"$18.95,$20.98,$22.94,$23.95","(3 Ratings, 5.0 Average)","One of the cheapest DDR4 type ram I could find. 4 gigs will be fine for basic computer tasks. If ram was not sky high right now maybe I would have went with dual channel 2x4. Took me a little longer to seat than usual because of the motherboard.,A nice cheap stick of ram. Wasn't able to OC b/c of chipset limitations, but was able to get the timings down to 10-13-13-28 1T @ 2400mHz (1.45vDimm, 1.1VCCIO & VCCSA) - a pretty big decrease in latency from the XMP's 16-16-16.,Ram is still ram"
patriot,psd34g160081,ddr3-1600,240-pin dimm,1 x 4gb,$4.995,green,11,1.5 v,,non-ecc / unbuffered,no,"$19.98,$20.98,$22.94","(1 Rating, 5.0 Average)",RAM is RAM. What can I say?
g.skill,f4-3600c16q-32gtzrc,ddr4-3600,288-pin dimm,4 x 8gb,$6.781,black,16,1.35 v,16-19-19-39,non-ecc / unbuffered,yes,$216.99,"(1 Rating, 5.0 Average)",I was originally going to buy the same speed of this ram but CL18 and then I came across this. This kit of ram was the cheapest kit of rgb ram that ran at 3600 MHz and had CL16. It was only 20$ more expensive than what I originally was going to buy so I thought why not. I have no regrets investing in this product because the RGB is amazing. Don’t forget to enable XMP or DOCP to run your ram at the advertised speed.
corsair,cmk16gx4m2z2933c16,ddr4-2933,288-pin dimm,2 x 8gb,$4.749,black / yellow,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$75.99,$87.43","(1 Rating, 4.0 Average)",Zero issues out of the box.
crucial,ct2k4g4dfs632a,ddr4-3200,288-pin dimm,2 x 4gb,$4.749,green / black,22,1.2 v,,non-ecc / unbuffered,no,"$37.99,$37.99,$40.99",(0 Ratings),
g.skill,f3-12800cl9d-8gbxl,ddr3-1600,240-pin dimm,2 x 4gb,$6.115,black / red,9,1.5 v,,non-ecc / unbuffered,yes,"$39.99,$48.92","(257 Ratings, 4.8 Average)","Cheap and OCed to 2000 mhz,Ram is Ram, got it used and works fine.,Does what its supposed to do, would buy again,Well, RAM is RAM. It functions. Good.,Basic RAM,It does RAM things.  OC'd to 1866MHz because why the heck not.,No issues. Performs up to par.,Amazing ram, looks the part and plays it too.,Performs excellent! ,I had 16GB of ram in my 8320E build but rarely used more than 8GB so I just stole two sticks from that build and popped it in here, happy that the colors are all matching. It’s ram, it works. "
g.skill,f4-3200c16q-64gtzr,ddr4-3200,288-pin dimm,4 x 16gb,$7.819,black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$500.41,"(1 Rating, 5.0 Average)",These memory very much complements the Ryzen 7 2700x on Asus ROG STRIX X470-F Gaming ATX AM4. I can run it at 3200Mhz. Have to try OC on CPU with this Memory OC.
g.skill,f4-3200c14d-16gtzr,ddr4-3200,288-pin dimm,2 x 8gb,$9.437,black,14,1.35 v,14-14-14-34,non-ecc / unbuffered,yes,"$150.99,$169.70","(25 Ratings, 4.6 Average)","I gave this 3 out of 5 stars mainly due to the cost. Unfortunately I decided to build a new PC during the GPU and Memory cost crisis. ,If I could I would return this for non-RGB sticks to save a little bit of cash since the Dark Rock Pro 4 covers it. Unfortunately I bought the memory initially planning to use an AIO cooler and I felt returning it to Newegg would have been a hassle and I'd lose money doing so.,Pros:,Cons:,tfw your ram costs more than your motherboard,This was a splurge and definitely not the ""price-to-performance"" option, but damn they are pretty and the CAS latency of 14-14-14-34 is hard to argue with. I do wish the lighting control software was better, because right now I can't control the RAM lighting independently from the Asus AURA motherboard lighting.,I put it to 3200mhz and after awhile itll become unstable on a launch of a game, im just not experienced enough so i downed it to 3066mhz,Looks great, runs great, definitely not for everyone but if RGB is what you want, the Trident Z RGB is the best option for RAM.,Fast, expensive and beautiful.  Runs at 3200MHz using the XMP profile.  Samsung B-die, so Im sure it overclocks very well.  Works with Asus Aura Sync- plug and play.,Damned perfect!!!!!! ,Aesthetic AF. Great speeds as well. I just kinda wish they had a 16GB option for a single channel. ,I lucked out and was able to nab two of these kits when they dropped down from ~$240 each during a near black Friday sale. I was just going to get one set, and I don't really , 32GB right now... but let's be honest, I let my compulsion to have all 4 DIMM slots filled with RGB goodness get the better of me. It's Samsung B-die memory, and so plays wonderfully with Ryzen. Running the XMP profile 3200MHz at CAS 14 no problem, and with only 0.900V on the CPU SoC. There are some considerations with the lighting control software (G.Skill's cut down version of Asus Aura doesn't play well running simultaneously with any other lighting control apps), but for now I'm just using the real Asus Aura Sync software for the RAM and setting the motherboard LEDs via UEFI. Works fine for now. Four stars simply because it's so expensive.,Paid way more than I wanted on this kit, but so far it has been worth it. ,Love this ram! 3200mhz easily reached with xmp enabled on my X470 Gigabyte Aorus Gaming 5 Wifi. The RGB is really satisfying and paired great with the rest of the build."
corsair,cmw32gx4m4c3000c15,ddr4-3000,288-pin dimm,4 x 8gb,$5.593,black,15,1.35 v,15-17-17-35,non-ecc / unbuffered,yes,"$178.99,$184.99,$209.79","(5 Ratings, 5.0 Average)","Lovely RAM..I got the white version but Partpicker doesn't seem to have it ,Very bright, lights up my case very well, fast, reliable, good ol Corsair. Only reason why I got 32GB was to fill all four of my DIMM slots lol.,This guys are a thing to behold. Honestly, they look amazing in person. I have absolutely no complaints about these.,Fast RAM with great aesthetics and speed. XMP profile works great. Cannot complain about this stuff.,RGB controlled, lots of options, great speeds, handles everything I throw at it. Great sticks for the price"
crucial,bls8g4d30aesbk,ddr4-3000,288-pin dimm,1 x 8gb,$4.499,silver / black,15,1.35 v,,non-ecc / unbuffered,yes,"$35.99,$36.99,$37.99","(1 Rating, 4.0 Average)","Honestly, this was on sale at my local computer shop and I was on a budget. Suits my needs"
g.skill,f4-3600c18q-32gtzr,ddr4-3600,288-pin dimm,4 x 8gb,$6.156,black,18,1.35 v,18-22-22-42,non-ecc / unbuffered,yes,$196.99,(0 Ratings),
patriot,pve48g240c5krd,ddr4-2400,288-pin dimm,2 x 4gb,$4.999,black / red,15,1.2 v,15-15-15-35,non-ecc / unbuffered,yes,"$39.99,$40.98","(10 Ratings, 4.8 Average)","It's great looking RAM.  I wished the prices haven't gotten so high, but that isn't that company's fault that makes/sells this RAM. ,Memory-It's fine, who cares. This memory barely clears the CPU cooler fan but the fan is repositionable for height on the cooler itself so that could've been worked around if needed. I have never had memory not run significantly faster than its advertised latency and speeds and this is no exception.,The sticks look like they're twice the actual price. And, it runs at 2400 consistently and smoothly. Great choice.,Good functioning set of ram,Look good in the case, overclocked to 2667MHz with no problem. Also runs fine with Ryzen,Originally bought this ram for $70 but It's a bit sketchy trying to OC this ram from my experience. I haven't fully tested it yet but it's 100% fine for stock speeds.,This RAM does its job plain and simple, no problems. It looks a little cheesy but not horrible,Performs just like any memory should. Nice color and simple sleek design.,Its works like RAM should, there is nothing else to say here other than it looks pretty cool and it comes with stickers. If you think you might use lots a RAM I recommend getting an 8 GB stick rather than two 4 GB sticks so you can easily add more later if you want too.,Again, to me, memory is memory, it's cheap, and on this motherboard it's able to stay at 2400 (OC), seems good enough to me."
patriot,psd48g2133k,ddr4-2133,288-pin dimm,2 x 4gb,$4.499,black / green,15,1.2 v,,non-ecc / unbuffered,no,"$35.99,$38.99","(3 Ratings, 5.0 Average)","This ram may look like it's green,but it's black which works for me.,It's RAM. What can I say? The kit I received was actually black with no heat spreader, but honestly that looks better than the green featured in the picture.,Got 2 sticks because people told me it was faster, and I got this at a decent price considering how high they are right now. Gets the job done."
