manufacturer,model,part #,core count,core clock,boost clock,tdp,series,microarchitecture,core family,socket,integrated graphics,maximum supported memory,ecc support,packaging,includes cpu cooler,l1 cache,l2 cache,l3 cache,lithography,simultaneous multithreading,prices,rating,reviews
intel,celeron g1820,bx80646g1820,2,2.7 ghz,,53 w,intel celeron,haswell,haswell,lga1150,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 2 mb,22 nm,no,,"(2 Ratings, 5.0 Average)",The CPU was a tough choice but I knew I wanted Intel because he keeps his computer in the garage where it gets very warm (South Florida) and I know the lower operating temps would probably help. This CPU provides a lot of performance per dollar and it was enough power for the most basic computer usage that my Dad does.
amd,phenom ii x6 1075t,hdt75tfbgrbox,6,3 ghz,,95 w,amd phenom ii x6,k10,thuban,am3,none,,no,boxed,yes,6 x 64 kb instruction 6 x 64 kb data,6 x 512 kb,1 x 6 mb,45 nm,no,,"(2 Ratings, 4.5 Average)",
intel,core i5-4690s,bx80646i54690s,4,3.2 ghz,3.9 ghz,65 w,intel core i5,haswell refresh,haswell refresh,lga1150,intel hd graphics 4600,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,22 nm,no,,"(2 Ratings, 5.0 Average)",
amd,phenom ii x4 940 black,hdz940xcj4dgi,4,3 ghz,,125 w,amd phenom ii x4,k10,deneb,am2+,none,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
amd,a6-7470k,ad747kybjcbox,2,3.7 ghz,4 ghz,65 w,amd a6,steamroller,godavari,fm2+,radeon r5 (on die),,no,boxed,yes,2 x 96 kb instruction 2 x 16 kb data,1 x 1 mb,none,28 nm,no,$208.00,"(1 Rating, 5.0 Average)","Great budget CPU for beginners looking to build their first computer, do not buy it if it is over $80, go for a Ryzen build then. OC's to 4.3 ghz. (Bios says that)"
intel,xeon e5-2620,bx80621e52620,6,2 ghz,,95 w,intel xeon e5,sandy bridge,sandy bridge-ep,lga2011,none,,yes,boxed,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,32 nm,yes: hyper-threading,$75.84,(0 Ratings),
intel,xeon e5-2650 v3,cm8064401723701,10,2.3 ghz,3 ghz,105 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,oem/tray,no,10 x 32 kb instruction 10 x 32 kb data,10 x 256 kb,1 x 25 mb,22 nm,yes: hyper-threading,$484.73,(0 Ratings),
intel,,cm8068403380018,6,3.7 ghz,4.7 ghz,80 w,intel xeon e,coffee lake,coffee lake,lga1151,intel hd graphics p630,64 gb,yes,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 12 mb,14 nm,yes: hyper-threading,$432.56,(0 Ratings),
amd,,yd240gc6m2ofb,2,3.5 ghz,,35 w,amd athlon,zen,raven ridge,am4,radeon vega 3,64 gb,no,oem/tray,no,2 x 64 kb instruction 2 x 32 kb data,2 x 512 kb,1 x 4 mb,14 nm,yes,,"(1 Rating, 5.0 Average)","It acts just like a g4560, but with a vega onboard. The included cooler looks like garbage, but it is actually inaudible. It's not like you're overclocking this thing anyways."
amd,fx-6100,fd6100wmw6kgu,6,3.3 ghz,,95 w,amd fx,bulldozer,zambezi,am3+,none,,no,oem/tray,no,6 x 16 kb instruction 3 x 64 kb data,6 x 1 mb,1 x 6 mb,32 nm,no,,(0 Ratings),
intel,xeon e5-2643 v2,cm8063501287403,6,3.5 ghz,3.8 ghz,130 w,intel xeon e5,ivy bridge,ivy bridge-ep,lga2011,none,,yes,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 25 mb,22 nm,yes: hyper-threading,$332.96,(0 Ratings),
intel,,cm8068403377425,4,3.1 ghz,3.7 ghz,35 w,intel core i3,coffee lake refresh,coffee lake refresh,lga1151,intel uhd graphics 630,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,14 nm,no,,(0 Ratings),
intel,core i7-860,bv80605001908ak,4,2.8 ghz,,95 w,intel core i7,nehalem,lynnfield,lga1156,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,,"(1 Rating, 4.0 Average)",
intel,,cm8067703014431,2,4.2 ghz,,60 w,intel core i3,kaby lake,kaby lake-s,lga1151,intel hd graphics 630,64 gb,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,14 nm,yes: hyper-threading,,(0 Ratings),
amd,phenom ii x2 555 black,hdz555wfgmbox,2,3.2 ghz,,80 w,amd phenom ii x2,k10,callisto,am3,none,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 512 kb,1 x 6 mb,45 nm,no,$292.68,"(1 Rating, 5.0 Average)",
intel,xeon e5-2609,bx80621e52609,4,2.4 ghz,,80 w,intel xeon e5,sandy bridge,sandy bridge-ep,lga2011,none,,yes,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 10 mb,32 nm,no,$95.07,(0 Ratings),
intel,,bx80677e31220v6,4,3 ghz,3.5 ghz,72 w,intel xeon e3,kaby lake,kaby lake-s,lga1151,none,64 gb,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,no,$232.99,(0 Ratings),
intel,xeon e5-2695 v2,bx80635e52695v2,12,2.4 ghz,3.2 ghz,115 w,intel xeon e5,ivy bridge,ivy bridge-ep,lga2011,none,,yes,boxed,no,12 x 32 kb instruction 12 x 32 kb data,12 x 256 kb,1 x 30 mb,22 nm,yes: hyper-threading,$1299.00,(0 Ratings),
intel,,bx80677e31225v6,4,3.3 ghz,3.7 ghz,73 w,intel xeon e3,kaby lake,kaby lake-s,lga1151,intel hd graphics p630,64 gb,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,no,"$233.80,$243.99",(0 Ratings),
intel,,bx80677e31275v6,4,3.8 ghz,4.2 ghz,73 w,intel xeon e3,kaby lake,kaby lake-s,lga1151,intel hd graphics p630,64 gb,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,"$362.95,$362.95,$374.99",(0 Ratings),
intel,,bx80684e2134,4,3.5 ghz,4.5 ghz,71 w,intel xeon e,coffee lake,coffee lake,lga1151,none,64 gb,yes,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,"$265.52,$265.99",(0 Ratings),
amd,a6-3650,ad3650wngxbox,4,2.6 ghz,,100 w,amd a6,k10,llano,fm1,radeon hd 6530d,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 1 mb,none,32 nm,no,,"(1 Rating, 4.0 Average)",
amd,opteron 6378,os6378wktgghk,16,2.4 ghz,3.3 ghz,115 w,amd opteron,piledriver,abu dhabi,g34,none,,no,oem/tray,no,8 x 64 kb instruction 16 x 16 kb data,8 x 2 mb,2 x 8 mb,32 nm,no,$538.30,(0 Ratings),
intel,pentium g2020,bx80637g2020,2,2.9 ghz,,55 w,intel pentium,ivy bridge,ivy bridge,lga1155,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,$50.00,"(3 Ratings, 4.7 Average)",
intel,celeron 430,hh80557rg033512,1,1.8 ghz,,35 w,intel celeron,core,conroe,lga775,none,,no,oem/tray,no,1 x 32 kb instruction 1 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
intel,xeon e3-1230 v5,bx80662e31230v5,4,3.4 ghz,3.8 ghz,80 w,intel xeon e3,skylake,skylake-h,lga1151,none,64 gb,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,$499.95,"(1 Rating, 5.0 Average)",Can handle around 3 plex transcodes from 12Mbps 1080p to 4Mbps 720p before lagging.
amd,fx-4350,fd4350frw4khk,4,4.2 ghz,,125 w,amd fx,piledriver,vishera,am3+,none,,no,oem/tray,no,2 x 64 kb instruction 4 x 16 kb data,2 x 2 mb,1 x 8 mb,32 nm,no,,(0 Ratings),
intel,core i7 extreme i7-965,bx80601965,4,3.2 ghz,,130 w,intel core i7 extreme,nehalem,bloomfield,lga1366,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,$1004.74,(0 Ratings),
intel,xeon e5-2630 v2,bx80635e52630v2,6,2.6 ghz,3.1 ghz,80 w,intel xeon e5,ivy bridge,ivy bridge-ep,lga2011,none,,yes,boxed,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,yes: hyper-threading,$150.26,(0 Ratings),
intel,core i5-2550k,bx80623i52550k,4,3.4 ghz,,95 w,intel core i5,sandy bridge,sandy bridge,lga1155,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,32 nm,no,,(0 Ratings),
intel,xeon e3-1220 v2,bx80637e31220v2,4,3.1 ghz,,69 w,intel xeon e3,ivy bridge,ivy bridge,lga1155,none,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,22 nm,no,,(0 Ratings),
intel,,cm8063701093103,4,3.4 ghz,,77 w,intel core i5,ivy bridge,ivy bridge,lga1155,intel hd graphics 2500,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,22 nm,no,,(0 Ratings),
intel,,cm8068403362607,6,3 ghz,4.1 ghz,65 w,intel core i5,coffee lake,coffee lake,lga1151,intel uhd graphics 630,128 gb,no,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 9 mb,14 nm,no,$303.48,(0 Ratings),
intel,xeon e5-2603 v3,cm8064401844200,6,1.6 ghz,,85 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,no,$305.94,(0 Ratings),
intel,core i3-6320,bx80662i36320,2,3.9 ghz,,51 w,intel core i3,skylake,skylake-s,lga1151,intel hd graphics 530,64 gb,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,14 nm,yes: hyper-threading,$254.99,"(1 Rating, 5.0 Average)","Good choice for a low budget build. Depending on what you are going to run on your PC, this processor can be better than i5 6400, as the single core speed is higher."
intel,core i7-980,bx80613i7980,6,3.333 ghz,,130 w,intel core i7,westmere,gulftown,lga1366,none,,no,boxed,yes,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 12 mb,32 nm,yes: hyper-threading,$1098.95,(0 Ratings),
intel,xeon e3-1220,bx80623e31220,4,3.1 ghz,,80 w,intel xeon e3,sandy bridge,sandy bridge,lga1155,none,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,32 nm,no,$180.00,(0 Ratings),
intel,,cm8068403874912,8,2 ghz,4.3 ghz,35 w,intel core i7,coffee lake refresh,coffee lake refresh,lga1151,intel hd graphics 630,128 gb,no,oem/tray,no,8 x 32 kb instruction 8 x 32 kb data,8 x 256 kb,1 x 12 mb,14 nm,no,,(0 Ratings),
intel,core 2 quad q9550,eu80569pj073n,4,2.83 ghz,,95 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 6 mb,none,45 nm,no,$65.11,(0 Ratings),
intel,,bx80677i37320,2,4.1 ghz,,51 w,intel core i3,kaby lake,kaby lake-s,lga1151,intel hd graphics 630,64 gb,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,14 nm,yes: hyper-threading,"$166.89,$175.65",(0 Ratings),
amd,fx-8150,fd8150frguwox,8,3.6 ghz,,125 w,amd fx,bulldozer,zambezi,am3+,none,,no,boxed,no,8 x 16 kb instruction 4 x 64 kb data,8 x 1 mb,1 x 8 mb,32 nm,no,,"(3 Ratings, 5.0 Average)",
intel,celeron g3900,cm8066201928610,2,2.8 ghz,,51 w,intel celeron,skylake,skylake-s,lga1151,intel hd graphics 510,64 gb,yes,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 2 mb,14 nm,no,,(0 Ratings),
intel,xeon e5-2650 v3,bx80644e52650v3,10,2.3 ghz,3 ghz,105 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,boxed,no,10 x 32 kb instruction 10 x 32 kb data,10 x 256 kb,1 x 25 mb,22 nm,yes: hyper-threading,$262.20,(0 Ratings),
intel,core i7-920,at80601000741aa,4,2.66 ghz,,130 w,intel core i7,nehalem,bloomfield,lga1366,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,$235.60,(0 Ratings),
intel,intel core i5-3360m 2.8ghz socket g2 35w mobile processor,bx80638i53360m,2,2.8 ghz,3.5 ghz,35 w,intel core i5,ivy bridge,ivy bridge,pga988,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,yes: hyper-threading,$589.59,(0 Ratings),
intel,,bx80677i57500t,4,2.7 ghz,3.3 ghz,35 w,intel core i5,kaby lake,kaby lake-s,lga1151,intel hd graphics 630,64 gb,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,14 nm,no,$259.99,(0 Ratings),
intel,core i7-940,bx80601940,4,2.93 ghz,,130 w,intel core i7,nehalem,bloomfield,lga1366,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,$349.99,"(1 Rating, 4.0 Average)","Well, a good CPU, pretty cheap, and 8 threads. Overclocks well but HEAT!"
intel,core 2 extreme qx9775,bx80574qx9775,4,3.2 ghz,,150 w,intel core 2 extreme,core,yorkfield,lga771,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 6 mb,none,45 nm,no,$1795.95,(0 Ratings),
intel,,cm8067703015913,2,3.4 ghz,,35 w,intel core i3,kaby lake,kaby lake-s,lga1151,intel hd graphics 630,64 gb,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,14 nm,yes: hyper-threading,$152.69,(0 Ratings),
intel,xeon e3-1225 v2,bx80637e31225v2,4,3.2 ghz,,77 w,intel xeon e3,ivy bridge,ivy bridge,lga1155,intel hd graphics p4000,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,22 nm,no,$496.59,(0 Ratings),
amd,athlon ii x4 640,adx640wfgmbox,4,3 ghz,,95 w,amd athlon ii x4,k10,propus,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,"(4 Ratings, 4.8 Average)","Cheap quad core that I got for 20 dollars, and it has never failed me. I can overclock, play games, do whatever. It still kicks. Box looks lovely too."
intel,,cm8068403360212,2,3.1 ghz,,35 w,intel pentium gold,coffee lake,coffee lake,lga1151,intel uhd graphics 610,64 gb,yes,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,14 nm,yes: hyper-threading,$75.50,(0 Ratings),
amd,athlon ii x4 645,adx645wfk42gm,4,3.1 ghz,,95 w,amd athlon ii x4,k10,propus,am3,none,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,"(2 Ratings, 4.5 Average)",
amd,fx-4170,fd4170frgubox,4,4.2 ghz,,125 w,amd fx,bulldozer,zambezi,am3+,none,,no,boxed,yes,2 x 64 kb instruction 4 x 16 kb data,2 x 2 mb,1 x 8 mb,32 nm,no,,"(6 Ratings, 4.7 Average)",
amd,a8-3850,ad3850wngxbox,4,2.9 ghz,,100 w,amd a8,k10,llano,fm1,radeon hd 6550d,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 1 mb,none,32 nm,no,,"(5 Ratings, 4.0 Average)",
intel,pentium e5200,eu80571pg0602m,2,2.5 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,,"(1 Rating, 4.0 Average)","It's okay, nothing special except for the ability to overclock (with the right motherboard of course), which I didn't. It's been running fine for ten years and, while it may not be the fastest CPU ever, it still runs well on windows 7 for my living room pc."
intel,core i3-3210,bx80637i33210,2,3.2 ghz,,55 w,intel core i3,ivy bridge,ivy bridge,lga1155,intel hd graphics 2500,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,yes: hyper-threading,$283.58,(0 Ratings),
intel,pentium e5400,bx80571e5400,2,2.7 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,$88.37,"(2 Ratings, 4.0 Average)",Does the job
intel,core 2 duo e7200,eu80571ph0613m,2,2.53 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 3 mb,none,45 nm,no,,(0 Ratings),
intel,core i5-6500t,cm8066201920600,4,2.5 ghz,3.1 ghz,35 w,intel core i5,skylake,skylake-s,lga1151,intel hd graphics 530,64 gb,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,14 nm,no,,(0 Ratings),
amd,,yd200gc6m2ofb,2,3.2 ghz,,35 w,amd athlon,zen,raven ridge,am4,radeon vega 3,,no,oem/tray,no,2 x 64 kb instruction 2 x 32 kb data,2 x 512 kb,1 x 4 mb,14 nm,yes,,(0 Ratings),
intel,xeon e5-2630l v3,cm8064401832100,8,1.8 ghz,2.9 ghz,55 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,oem/tray,no,8 x 32 kb instruction 8 x 32 kb data,8 x 256 kb,1 x 20 mb,22 nm,yes: hyper-threading,$346.41,(0 Ratings),
amd,phenom ii x4 960t black,hd96ztwfgrbox,4,3 ghz,,95 w,amd phenom ii x4,k10,zosma,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 6 mb,45 nm,no,$469.00,"(3 Ratings, 4.7 Average)","Would I change it if I could go back? No.,Has always performed well, typically reports at 20 degrees Celsius, which is clearly under-reporting, as room temperature is 21 degrees Celsius.,A very good CPU! Had mine from 2012 paired up with an AsRock board. it suffers issues from random shut downs and stuff due to the poor electricity here at where I live. But from then till now. It still survives and packing a punch! Best CPU I've ever own!"
intel,core i5-4440s,bx80646i54440s,4,2.8 ghz,3.3 ghz,65 w,intel core i5,haswell,haswell,lga1150,intel hd graphics 4600,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,22 nm,no,,(0 Ratings),
intel,core i3-4340,bx80646i34340,2,3.6 ghz,,54 w,intel core i3,haswell,haswell,lga1150,intel hd graphics 4600,,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,22 nm,yes: hyper-threading,$159.99,"(3 Ratings, 4.7 Average)",
amd,athlon x4 750k,ad750kwohjbox,4,3.4 ghz,,100 w,amd athlon x4,piledriver,trinity,fm2,none,,no,boxed,yes,2 x 64 kb instruction 4 x 16 kb data,2 x 2 mb,none,32 nm,no,,"(19 Ratings, 4.6 Average)",
amd,,yd292xa8uc9af,12,3.5 ghz,4.3 ghz,180 w,amd threadripper,zen+,colfax,str4,none,1024 gb,yes,oem/tray,no,12 x 64 kb instruction 12 x 32 kb data,12 x 512 kb,4 x 8 mb,12 nm,yes,,(0 Ratings),
intel,xeon e5-1650 v3,bx80644e51650v3,6,3.5 ghz,3.8 ghz,140 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,boxed,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,yes: hyper-threading,,(0 Ratings),
intel,core i3-3245,bx80637i33245,2,3.4 ghz,,55 w,intel core i3,ivy bridge,ivy bridge,lga1155,intel hd graphics 4000,,no,boxed,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,yes: hyper-threading,$129.94,"(1 Rating, 5.0 Average)",Pretty good performance considering its age and only having 2 cores.  
intel,core i5-655k,bx80616i5655k,2,3.2 ghz,,73 w,intel core i5,westmere,clarkdale,lga1156,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,32 nm,yes: hyper-threading,$199.00,(0 Ratings),
intel,core 2 duo e4600,bx80557e4600,2,2.4 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,65 nm,no,$204.37,"(1 Rating, 4.0 Average)","Works perfectly, just $10 NEW in my country."
intel,xeon e5-2658 v3,cm8064401545904,12,2.2 ghz,2.9 ghz,105 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,768 gb,yes,oem/tray,no,12 x 32 kb instruction 12 x 32 kb data,12 x 256 kb,1 x 30 mb,22 nm,yes: hyper-threading,,"(1 Rating, 5.0 Average)","For the money, this CPU is an awesome deal. It runs cool and is stable. For everyday use, the per clock core speed is lower and you won't notice any improvement is some tasks.  Some tasks may even appear to be slower.  It's awesome for video rendering, which is what I got it for. I would place it between the 6700K and the 6800K for video editing. If you got the cash, the 6800K (6 core) would be slightly better. If you really have cash, then the 6900K (8 core) will be considerably better. However, for a budget build, the 12 core 2658 is great. ,My other systems:,See my system build, Rainbow Unicorn, for benchmark info.,If you already have a 6700K, no need to upgrade to the Xeon  2658. However, if you haven't decided on your CPU yet, the Xeon 12 core is a solid choice. If you're using an ATX form factor, consider getting a dual-CPU motherboard for potentially expanding to 24 physical cores in the future. It's a ton of fun to use.,I have a small 3% overclock on the Xeon by adjusting the base clock up and it's stable."
intel,celeron g1840,bx80646g1840,2,2.8 ghz,,53 w,intel celeron,haswell refresh,haswell refresh,lga1150,intel hd graphics,,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 2 mb,22 nm,no,,"(5 Ratings, 4.8 Average)","Great performance for the price. Either for normal office computing or for low-end budget gaming (even when pairing the CPU with something like a Radeon HD 7770). This processor does quite well.,Can we really say something bad about a CPU costing less than a good meal ? Well, we could: it bottlnecks the GT 1030 in some games using the CPU a bit more, like CS:GO. On the other hand, we were impressed by how it ran well everywhere else. No lag in multitasking, no lag in GPU intensive games. For its price, we can only recommend it !,Great for an DDR3 build"
intel,,cm8068403654114,4,3.4 ghz,4.5 ghz,71 w,intel xeon e,coffee lake,coffee lake,lga1151,intel hd graphics p630,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,no,,(0 Ratings),
intel,,bx80684e2124g,4,3.4 ghz,4.5 ghz,71 w,intel xeon e,coffee lake,coffee lake,lga1151,intel hd graphics p630,64 gb,yes,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,no,$268.11,(0 Ratings),
intel,xeon e5-2670 v3,bx80644e52670v3,12,2.3 ghz,3.1 ghz,120 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,boxed,no,12 x 32 kb instruction 12 x 32 kb data,12 x 256 kb,1 x 30 mb,22 nm,yes: hyper-threading,,"(1 Rating, 5.0 Average)",A total beast in the right situation. And its crazy how cheap xeons are on ebay they are the true value for money.
intel,,cm8068403362510,6,2.2 ghz,3.7 ghz,35 w,intel core i5,coffee lake refresh,coffee lake refresh,lga1151,intel uhd graphics 630,128 gb,no,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 9 mb,14 nm,no,,(0 Ratings),
